DATE (MM/DD/YYYY),HOUR-EST,Avg Global Horizontal [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horizontal [W/m^2],Avg Direct (Bird estimated) [W/m^2],Avg Air Temperature [deg C],Avg Rel Humidity [%],Avg Avg Wind Speed @ 42ft [m/s],Avg Peak Wind Speed @ 42ft [m/s],Avg Avg Wind Direction @ 42ft [deg from N],Avg Est Pressure [mBar],Avg Precipitation [mm],Avg Precipitation (Accumulated) [mm]
4/10/12,12,0,0,0,0,0,0,0,0,0,0,0,0
4/10/12,13,0,0,0,0,0,0,0,0,0,0,0,0
4/10/12,14,0,0,0,0,0,0,0,0,0,0,0,0
4/10/12,15,0,0,0,0,0,0,0,0,0,0,0,0
4/10/12,16,0,0,0,0,0,0,0,0,0,0,0,0
4/10/12,17,0,0,0,0,0,0,0,0,0,0,0,0
4/10/12,18,0,0,0,0,0,0,0,0,0,0,0,0
4/10/12,19,0,0,0,0,0,0,0,0,0,0,0,0
4/10/12,20,0,0,0,0,0,0,0,0,0,0,0,0
4/10/12,21,0,0,0,0,0,0,0,0,0,0,0,0
4/10/12,22,0,0,0,0,0,0,0,0,0,0,0,0
4/10/12,23,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,0,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,1,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,2,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,3,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,4,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,5,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,6,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,7,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,8,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,9,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,10,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,11,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,12,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,13,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,14,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,15,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,16,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,17,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,18,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,19,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,20,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,21,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,22,0,0,0,0,0,0,0,0,0,0,0,0
4/11/12,23,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,0,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,1,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,2,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,3,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,4,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,5,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,6,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,7,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,8,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,9,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,10,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,11,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,12,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,13,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,14,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,15,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,16,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,17,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,18,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,19,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,20,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,21,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,22,0,0,0,0,0,0,0,0,0,0,0,0
4/12/12,23,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,0,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,1,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,2,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,3,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,4,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,5,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,6,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,7,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,8,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,9,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,10,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,11,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,12,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,13,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,14,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,15,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,16,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,17,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,18,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,19,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,20,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,21,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,22,0,0,0,0,0,0,0,0,0,0,0,0
4/13/12,23,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,0,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,1,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,2,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,3,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,4,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,5,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,6,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,7,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,8,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,9,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,10,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,11,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,12,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,13,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,14,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,15,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,16,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,17,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,18,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,19,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,20,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,21,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,22,0,0,0,0,0,0,0,0,0,0,0,0
4/14/12,23,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,0,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,1,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,2,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,3,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,4,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,5,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,6,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,7,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,8,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,9,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,10,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,11,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,12,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,13,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,14,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,15,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,16,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,17,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,18,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,19,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,20,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,21,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,22,0,0,0,0,0,0,0,0,0,0,0,0
4/15/12,23,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,0,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,1,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,2,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,3,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,4,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,5,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,6,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,7,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,8,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,9,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,10,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,11,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,12,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,13,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,14,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,15,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,16,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,17,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,18,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,19,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,20,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,21,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,22,0,0,0,0,0,0,0,0,0,0,0,0
4/16/12,23,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,0,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,1,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,2,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,3,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,4,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,5,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,6,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,7,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,8,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,9,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,10,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,11,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,12,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,13,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,14,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,15,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,16,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,17,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,18,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,19,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,20,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,21,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,22,0,0,0,0,0,0,0,0,0,0,0,0
4/17/12,23,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,0,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,1,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,2,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,3,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,4,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,5,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,6,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,7,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,8,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,9,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,10,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,11,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,12,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,13,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,14,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,15,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,16,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,17,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,18,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,19,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,20,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,21,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,22,0,0,0,0,0,0,0,0,0,0,0,0
4/18/12,23,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,0,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,1,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,2,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,3,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,4,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,5,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,6,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,7,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,8,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,9,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,10,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,11,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,12,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,13,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,14,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,15,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,16,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,17,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,18,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,19,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,20,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,21,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,22,0,0,0,0,0,0,0,0,0,0,0,0
4/19/12,23,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,0,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,1,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,2,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,3,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,4,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,5,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,6,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,7,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,8,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,9,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,10,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,11,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,12,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,13,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,14,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,15,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,16,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,17,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,18,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,19,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,20,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,21,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,22,0,0,0,0,0,0,0,0,0,0,0,0
4/20/12,23,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,0,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,1,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,2,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,3,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,4,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,5,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,6,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,7,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,8,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,9,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,10,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,11,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,12,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,13,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,14,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,15,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,16,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,17,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,18,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,19,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,20,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,21,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,22,0,0,0,0,0,0,0,0,0,0,0,0
4/21/12,23,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,0,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,1,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,2,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,3,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,4,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,5,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,6,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,7,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,8,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,9,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,10,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,11,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,12,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,13,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,14,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,15,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,16,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,17,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,18,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,19,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,20,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,21,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,22,0,0,0,0,0,0,0,0,0,0,0,0
4/22/12,23,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,0,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,1,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,2,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,3,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,4,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,5,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,6,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,7,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,8,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,9,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,10,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,11,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,12,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,13,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,14,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,15,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,16,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,17,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,18,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,19,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,20,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,21,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,22,0,0,0,0,0,0,0,0,0,0,0,0
4/23/12,23,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,0,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,1,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,2,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,3,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,4,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,5,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,6,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,7,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,8,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,9,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,10,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,11,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,12,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,13,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,14,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,15,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,16,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,17,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,18,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,19,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,20,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,21,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,22,0,0,0,0,0,0,0,0,0,0,0,0
4/24/12,23,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,0,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,1,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,2,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,3,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,4,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,5,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,6,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,7,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,8,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,9,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,10,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,11,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,12,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,13,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,14,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,15,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,16,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,17,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,18,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,19,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,20,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,21,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,22,0,0,0,0,0,0,0,0,0,0,0,0
4/25/12,23,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,0,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,1,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,2,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,3,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,4,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,5,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,6,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,7,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,8,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,9,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,10,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,11,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,12,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,13,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,14,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,15,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,16,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,17,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,18,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,19,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,20,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,21,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,22,0,0,0,0,0,0,0,0,0,0,0,0
4/26/12,23,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,0,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,1,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,2,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,3,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,4,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,5,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,6,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,7,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,8,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,9,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,10,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,11,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,12,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,13,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,14,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,15,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,16,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,17,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,18,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,19,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,20,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,21,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,22,0,0,0,0,0,0,0,0,0,0,0,0
4/27/12,23,0,0,0,0,0,0,0,0,0,0,0,0
4/28/12,0,0,0,0,0,0,0,0,0,0,0,0,0
4/28/12,1,0,0,0,0,0,0,0,0,0,0,0,0
4/28/12,2,0,0,0,0,0,0,0,0,0,0,0,0
4/28/12,3,0,0,0,0,0,0,0,0,0,0,0,0
4/28/12,4,0,0,0,0,0,0,0,0,0,0,0,0
4/28/12,5,0,0,0,0,0,0,0,0,0,0,0,0
4/28/12,6,0,0,0,0,0,0,0,0,0,0,0,0
4/28/12,7,0,0,0,0,0,0,0,0,0,0,0,0
4/28/12,8,0,0,0,0,0,0,0,0,0,0,0,0
4/28/12,9,0,0,0,0,0,0,0,0,0,0,0,0
